"Severity","Appender","Date","Time","Category","Message"
"WARN","coldboxfile","08/08/2009","10:47:17","simple_blog","The BeanFactory definition file cannot be located -> /coldbox/samples/applications/SimpleBlog/simple_blog/config/ModelMappings.cfm"
"WARN","coldboxfile","08/08/2009","10:47:41","simple_blog","The BeanFactory definition file cannot be located -> /coldbox/samples/applications/SimpleBlog/simple_blog/config/ModelMappings.cfm"
"WARN","coldboxfile","08/08/2009","10:48:29","simple_blog","The BeanFactory definition file cannot be located -> /coldbox/samples/applications/SimpleBlog/simple_blog/config/ModelMappings.cfm"
"WARN","coldboxfile","08/08/2009","10:48:56","simple_blog","The BeanFactory definition file cannot be located -> /coldbox/samples/applications/SimpleBlog/simple_blog/config/ModelMappings.cfm"
"WARN","coldboxfile","09/17/2009","13:41:42","simple_blog","The BeanFactory definition file cannot be located -> /coldbox/samples/applications/SimpleBlog/simple_blog/config/ModelMappings.cfm"
"WARN","coldboxfile","09/17/2009","13:48:55","simple_blog","The BeanFactory definition file cannot be located -> /coldbox/samples/applications/SimpleBlog/simple_blog/config/ModelMappings.cfm"
"ERROR","coldboxfile","09/17/2009","13:49:40","simple_blog","Error autowiring coldbox.samples.applications.SimpleBlog.simple_blog.handlers.general. Variable REFLOCAL is undefined."
"ERROR","coldboxfile","09/17/2009","13:49:42","simple_blog","Application Execution Exception ExtraInfo:CFErrorType=Autowire.AutowireExceptionCFDetails=coldfusion.runtime.UndefinedVariableException: Variable REFLOCAL is undefined.
	at coldfusion.runtime.CfJspPage._get(CfJspPage.java:251)
	at jrun.servlet.FilterChain.doFilter(FilterChain.java:94)
	at jrun.servlet.FilterChain.service(FilterChain.java:101)
	at jrun.servlet.ServletInvoker.invoke(ServletInvoker.java:106)
	at jrun.servlet.JRunInvokerChain.invokeNext(JRunInvokerChain.java:42)
	at jrun.servlet.JRunRequestDispatcher.invoke(JRunRequestDispatcher.java:286)
	at jrun.servlet.ServletEngineService.dispatch(ServletEngineService.java:543)
	at jrun.servlet.jrpp.JRunProxyService.invokeRunnable(JRunProxyService.java:203)
	at jrunx.scheduler.ThreadPool$DownstreamMetrics.invokeRunnable(ThreadPool.java:320)
	at jrunx.scheduler.ThreadPool$ThreadThrottle.invokeRunnable(ThreadPool.java:428)
	at jrunx.scheduler.ThreadPool$UpstreamMetrics.invokeRunnable(ThreadPool.java:266)
	at jrunx.scheduler.WorkerThread.run(WorkerThread.java:66)
CFTagContext=ID: CFTHROW; LINE: 420; TEMPLATE: C:\apache\htdocs\coldbox\system\FrameworkSupertype.cfc ID: CF_UDFMETHOD; LINE: 113; TEMPLATE: C:\apache\htdocs\coldbox\system\interceptors\Autowire.cfc ID: CF_UDFMETHOD; LINE: 80; TEMPLATE: C:\apache\htdocs\coldbox\system\interceptors\Autowire.cfc ID: CFINVOKE; LINE: 142; TEMPLATE: C:\apache\htdocs\coldbox\system\beans\InterceptorState.cfc ID: CF_UDFMETHOD; LINE: 99; TEMPLATE: C:\apache\htdocs\coldbox\system\beans\InterceptorState.cfc ID: CF_TEMPLATEPROXY; LINE: 95; TEMPLATE: C:\apache\htdocs\coldbox\system\services\InterceptorService.cfc ID: CF_TEMPLATEPROXY; LINE: 55; TEMPLATE: C:\apache\htdocs\coldbox\system\services\HandlerService.cfc ID: CF_UDFMETHOD; LINE: 103; TEMPLATE: C:\apache\htdocs\coldbox\system\services\HandlerService.cfc ID: CF_TEMPLATEPROXY; LINE: 438; TEMPLATE: C:\apache\htdocs\coldbox\system\Controller.cfc ID: CF_TEMPLATEPROXY; LINE: 186; TEMPLATE: C:\apache\htdocs\coldbox\system\Coldbox.cfc ID: CF_UDFMETHOD; LINE: 51; TEMPLATE: C:\apache\htdocs\coldbox\samples\applications\SimpleBlog\simple_blog\Application.cfc"
"WARN","coldboxfile","09/17/2009","14:01:46","simple_blog","The BeanFactory definition file cannot be located -> /coldbox/samples/applications/SimpleBlog/simple_blog/config/ModelMappings.cfm"
